id,date,siteid,name,actual_description,state,arrivals,departures
105372,28/12/2019,19,CIIDC,CI - North West Point,0,0,0
105373,28/12/2019,10,MIDC,Maribyrnong IDC,0,0,0
105374,28/12/2019,9,MITA,Melbourne ITA,302,3,4
105375,28/12/2019,17,PH,Phosphate Hill APOD,4,0,0
105376,28/12/2019,7,PIDC,Perth IDC,27,1,0
105377,28/12/2019,8,PIRH,Perth IRH,0,0,0
105378,28/12/2019,5,SIRH,Sydney IRH,0,0,0
105379,28/12/2019,4,VIDC,Villawood IDC,484,4,2
105380,28/12/2019,14,WPIDF,Wickham Point APOD,0,0,0
105381,28/12/2019,13,YHIDC,Yongah Hill IDC,366,0,0
105382,28/12/2019,21,NAPOD,Northern APOD,18,0,0
105383,28/12/2019,22,BRP,Broadmeadows Residential Precinct,14,0,0
105431,29/12/2019,2,AITA,Adelaide ITA,26,0,0
105432,29/12/2019,3,BITA,Brisbane ITA,193,1,0
105433,29/12/2019,15,BAPOD,Bladin APOD,0,0,0
105434,29/12/2019,16,CC,Construction Camp APOD,0,0,0
105435,29/12/2019,19,CIIDC,CI - North West Point,0,0,0
105436,29/12/2019,10,MIDC,Maribyrnong IDC,0,0,0
105437,29/12/2019,9,MITA,Melbourne ITA,307,8,3
105438,29/12/2019,17,PH,Phosphate Hill APOD,4,0,0
105439,29/12/2019,7,PIDC,Perth IDC,27,1,1
105440,29/12/2019,8,PIRH,Perth IRH,0,0,0
105441,29/12/2019,5,SIRH,Sydney IRH,0,0,0
105442,29/12/2019,4,VIDC,Villawood IDC,490,8,2
105443,29/12/2019,14,WPIDF,Wickham Point APOD,0,0,0
105444,29/12/2019,13,YHIDC,Yongah Hill IDC,367,1,0
105445,29/12/2019,21,NAPOD,Northern APOD,18,0,0
105446,29/12/2019,22,BRP,Broadmeadows Residential Precinct,14,0,0
105494,30/12/2019,2,AITA,Adelaide ITA,25,0,1
105495,30/12/2019,3,BITA,Brisbane ITA,193,2,2
105496,30/12/2019,15,BAPOD,Bladin APOD,0,0,0
105497,30/12/2019,16,CC,Construction Camp APOD,0,0,0
105498,30/12/2019,19,CIIDC,CI - North West Point,0,0,0
105499,30/12/2019,10,MIDC,Maribyrnong IDC,0,0,0
105500,30/12/2019,9,MITA,Melbourne ITA,315,9,1
105501,30/12/2019,17,PH,Phosphate Hill APOD,4,0,0
105502,30/12/2019,7,PIDC,Perth IDC,27,0,0
105503,30/12/2019,8,PIRH,Perth IRH,0,0,0
105504,30/12/2019,5,SIRH,Sydney IRH,0,0,0
105505,30/12/2019,4,VIDC,Villawood IDC,486,3,7
105506,30/12/2019,14,WPIDF,Wickham Point APOD,0,0,0
105507,30/12/2019,13,YHIDC,Yongah Hill IDC,367,0,0
105508,30/12/2019,21,NAPOD,Northern APOD,18,0,0
105509,30/12/2019,22,BRP,Broadmeadows Residential Precinct,14,0,0
105557,31/12/2019,2,AITA,Adelaide ITA,25,0,0
105558,31/12/2019,3,BITA,Brisbane ITA,198,5,0
105559,31/12/2019,15,BAPOD,Bladin APOD,0,0,0
105560,31/12/2019,16,CC,Construction Camp APOD,0,0,0
105561,31/12/2019,19,CIIDC,CI - North West Point,0,0,0
105562,31/12/2019,10,MIDC,Maribyrnong IDC,0,0,0
105563,31/12/2019,9,MITA,Melbourne ITA,313,3,5
105564,31/12/2019,17,PH,Phosphate Hill APOD,4,0,0
105565,31/12/2019,7,PIDC,Perth IDC,26,0,1
105566,31/12/2019,8,PIRH,Perth IRH,0,0,0
105567,31/12/2019,5,SIRH,Sydney IRH,0,0,0
105568,31/12/2019,4,VIDC,Villawood IDC,485,1,2
105569,31/12/2019,14,WPIDF,Wickham Point APOD,0,0,0
105570,31/12/2019,13,YHIDC,Yongah Hill IDC,367,0,0
105571,31/12/2019,21,NAPOD,Northern APOD,18,0,0
105572,31/12/2019,22,BRP,Broadmeadows Residential Precinct,14,0,0
105620,1/01/2020,2,AITA,Adelaide ITA,25,0,0
105621,1/01/2020,3,BITA,Brisbane ITA,194,0,4
105622,1/01/2020,15,BAPOD,Bladin APOD,0,0,0
105623,1/01/2020,16,CC,Construction Camp APOD,0,0,0
105624,1/01/2020,19,CIIDC,CI - North West Point,0,0,0
105625,1/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
105626,1/01/2020,9,MITA,Melbourne ITA,313,3,3
105627,1/01/2020,17,PH,Phosphate Hill APOD,4,0,0
105628,1/01/2020,7,PIDC,Perth IDC,27,1,0
105629,1/01/2020,8,PIRH,Perth IRH,0,0,0
105630,1/01/2020,5,SIRH,Sydney IRH,0,0,0
105631,1/01/2020,4,VIDC,Villawood IDC,489,6,2
105632,1/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
105633,1/01/2020,13,YHIDC,Yongah Hill IDC,367,0,0
105634,1/01/2020,21,NAPOD,Northern APOD,18,0,0
105635,1/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
105683,2/01/2020,2,AITA,Adelaide ITA,25,0,0
105684,2/01/2020,3,BITA,Brisbane ITA,196,2,0
105685,2/01/2020,15,BAPOD,Bladin APOD,0,0,0
105686,2/01/2020,16,CC,Construction Camp APOD,0,0,0
105687,2/01/2020,19,CIIDC,CI - North West Point,0,0,0
105688,2/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
105689,2/01/2020,9,MITA,Melbourne ITA,312,7,8
105690,2/01/2020,17,PH,Phosphate Hill APOD,4,0,0
105691,2/01/2020,7,PIDC,Perth IDC,26,0,1
105692,2/01/2020,8,PIRH,Perth IRH,0,0,0
105693,2/01/2020,5,SIRH,Sydney IRH,0,0,0
105694,2/01/2020,4,VIDC,Villawood IDC,489,4,4
105695,2/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
105696,2/01/2020,13,YHIDC,Yongah Hill IDC,367,0,0
105697,2/01/2020,21,NAPOD,Northern APOD,18,0,0
105698,2/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
105746,3/01/2020,2,AITA,Adelaide ITA,25,0,0
105747,3/01/2020,3,BITA,Brisbane ITA,197,2,1
105748,3/01/2020,15,BAPOD,Bladin APOD,0,0,0
105749,3/01/2020,16,CC,Construction Camp APOD,0,0,0
105750,3/01/2020,19,CIIDC,CI - North West Point,0,0,0
105751,3/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
105752,3/01/2020,9,MITA,Melbourne ITA,309,2,5
105753,3/01/2020,17,PH,Phosphate Hill APOD,4,0,0
105754,3/01/2020,7,PIDC,Perth IDC,26,0,0
105755,3/01/2020,8,PIRH,Perth IRH,0,0,0
105756,3/01/2020,5,SIRH,Sydney IRH,0,0,0
105757,3/01/2020,4,VIDC,Villawood IDC,488,2,3
105758,3/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
105759,3/01/2020,13,YHIDC,Yongah Hill IDC,367,0,0
105760,3/01/2020,21,NAPOD,Northern APOD,19,1,0
105761,3/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
105809,4/01/2020,2,AITA,Adelaide ITA,25,0,0
105810,4/01/2020,3,BITA,Brisbane ITA,198,1,0
105811,4/01/2020,15,BAPOD,Bladin APOD,0,0,0
105812,4/01/2020,16,CC,Construction Camp APOD,0,0,0
105813,4/01/2020,19,CIIDC,CI - North West Point,0,0,0
105814,4/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
105815,4/01/2020,9,MITA,Melbourne ITA,304,0,5
105816,4/01/2020,17,PH,Phosphate Hill APOD,4,0,0
105817,4/01/2020,7,PIDC,Perth IDC,28,2,0
105818,4/01/2020,8,PIRH,Perth IRH,0,0,0
105819,4/01/2020,5,SIRH,Sydney IRH,0,0,0
105820,4/01/2020,4,VIDC,Villawood IDC,488,1,1
105821,4/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
105822,4/01/2020,13,YHIDC,Yongah Hill IDC,367,0,0
105823,4/01/2020,21,NAPOD,Northern APOD,20,2,1
105824,4/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
105872,5/01/2020,2,AITA,Adelaide ITA,25,0,0
105873,5/01/2020,3,BITA,Brisbane ITA,198,1,1
105874,5/01/2020,15,BAPOD,Bladin APOD,0,0,0
105875,5/01/2020,16,CC,Construction Camp APOD,0,0,0
105876,5/01/2020,19,CIIDC,CI - North West Point,0,0,0
105877,5/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
105878,5/01/2020,9,MITA,Melbourne ITA,306,6,4
105879,5/01/2020,17,PH,Phosphate Hill APOD,4,0,0
105880,5/01/2020,7,PIDC,Perth IDC,28,2,2
105881,5/01/2020,8,PIRH,Perth IRH,0,0,0
105882,5/01/2020,5,SIRH,Sydney IRH,0,0,0
105883,5/01/2020,4,VIDC,Villawood IDC,487,1,2
105884,5/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
105885,5/01/2020,13,YHIDC,Yongah Hill IDC,367,0,0
105886,5/01/2020,21,NAPOD,Northern APOD,20,0,0
105887,5/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
105935,6/01/2020,2,AITA,Adelaide ITA,26,1,0
105936,6/01/2020,3,BITA,Brisbane ITA,200,2,0
105937,6/01/2020,15,BAPOD,Bladin APOD,0,0,0
105938,6/01/2020,16,CC,Construction Camp APOD,0,0,0
105939,6/01/2020,19,CIIDC,CI - North West Point,0,0,0
105940,6/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
105941,6/01/2020,9,MITA,Melbourne ITA,310,6,2
105942,6/01/2020,17,PH,Phosphate Hill APOD,4,0,0
105943,6/01/2020,7,PIDC,Perth IDC,25,0,3
105944,6/01/2020,8,PIRH,Perth IRH,0,0,0
105945,6/01/2020,5,SIRH,Sydney IRH,0,0,0
105946,6/01/2020,4,VIDC,Villawood IDC,486,3,4
105947,6/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
105948,6/01/2020,13,YHIDC,Yongah Hill IDC,366,1,2
105949,6/01/2020,21,NAPOD,Northern APOD,18,0,2
105950,6/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
105998,7/01/2020,2,AITA,Adelaide ITA,25,0,1
105999,7/01/2020,3,BITA,Brisbane ITA,198,2,4
106000,7/01/2020,15,BAPOD,Bladin APOD,0,0,0
106001,7/01/2020,16,CC,Construction Camp APOD,0,0,0
106002,7/01/2020,19,CIIDC,CI - North West Point,0,0,0
106003,7/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106004,7/01/2020,9,MITA,Melbourne ITA,314,11,7
106005,7/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106006,7/01/2020,7,PIDC,Perth IDC,26,1,0
106007,7/01/2020,8,PIRH,Perth IRH,0,0,0
106008,7/01/2020,5,SIRH,Sydney IRH,0,0,0
106009,7/01/2020,4,VIDC,Villawood IDC,486,3,3
106010,7/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106011,7/01/2020,13,YHIDC,Yongah Hill IDC,365,0,1
106012,7/01/2020,21,NAPOD,Northern APOD,18,0,0
106013,7/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
106061,8/01/2020,2,AITA,Adelaide ITA,23,0,2
106062,8/01/2020,3,BITA,Brisbane ITA,198,1,1
106063,8/01/2020,15,BAPOD,Bladin APOD,0,0,0
106064,8/01/2020,16,CC,Construction Camp APOD,0,0,0
106065,8/01/2020,19,CIIDC,CI - North West Point,0,0,0
106066,8/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106067,8/01/2020,9,MITA,Melbourne ITA,312,9,11
106068,8/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106069,8/01/2020,7,PIDC,Perth IDC,26,1,1
106070,8/01/2020,8,PIRH,Perth IRH,0,0,0
106071,8/01/2020,5,SIRH,Sydney IRH,0,0,0
106072,8/01/2020,4,VIDC,Villawood IDC,489,5,2
106073,8/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106074,8/01/2020,13,YHIDC,Yongah Hill IDC,359,2,8
106075,8/01/2020,21,NAPOD,Northern APOD,16,0,2
106076,8/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
106124,9/01/2020,2,AITA,Adelaide ITA,24,1,0
106125,9/01/2020,3,BITA,Brisbane ITA,200,3,1
106126,9/01/2020,15,BAPOD,Bladin APOD,0,0,0
106127,9/01/2020,16,CC,Construction Camp APOD,0,0,0
106128,9/01/2020,19,CIIDC,CI - North West Point,0,0,0
106129,9/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106130,9/01/2020,9,MITA,Melbourne ITA,314,12,10
106131,9/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106132,9/01/2020,7,PIDC,Perth IDC,30,4,0
106133,9/01/2020,8,PIRH,Perth IRH,0,0,0
106134,9/01/2020,5,SIRH,Sydney IRH,0,0,0
106135,9/01/2020,4,VIDC,Villawood IDC,481,1,9
106136,9/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106137,9/01/2020,13,YHIDC,Yongah Hill IDC,359,3,3
106138,9/01/2020,21,NAPOD,Northern APOD,16,0,0
106139,9/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
106187,10/01/2020,2,AITA,Adelaide ITA,23,1,2
106188,10/01/2020,3,BITA,Brisbane ITA,199,2,3
106189,10/01/2020,15,BAPOD,Bladin APOD,0,0,0
106190,10/01/2020,16,CC,Construction Camp APOD,0,0,0
106191,10/01/2020,19,CIIDC,CI - North West Point,0,0,0
106192,10/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106193,10/01/2020,9,MITA,Melbourne ITA,314,7,7
106194,10/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106195,10/01/2020,7,PIDC,Perth IDC,30,1,1
106196,10/01/2020,8,PIRH,Perth IRH,0,0,0
106197,10/01/2020,5,SIRH,Sydney IRH,0,0,0
106198,10/01/2020,4,VIDC,Villawood IDC,479,4,6
106199,10/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106200,10/01/2020,13,YHIDC,Yongah Hill IDC,361,3,1
106201,10/01/2020,21,NAPOD,Northern APOD,16,0,0
106202,10/01/2020,22,BRP,Broadmeadows Residential Precinct,14,0,0
106250,11/01/2020,2,AITA,Adelaide ITA,24,1,0
106251,11/01/2020,3,BITA,Brisbane ITA,196,2,5
106252,11/01/2020,15,BAPOD,Bladin APOD,0,0,0
106253,11/01/2020,16,CC,Construction Camp APOD,0,0,0
106254,11/01/2020,19,CIIDC,CI - North West Point,0,0,0
106255,11/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106256,11/01/2020,9,MITA,Melbourne ITA,310,2,6
106257,11/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106258,11/01/2020,7,PIDC,Perth IDC,30,0,0
106259,11/01/2020,8,PIRH,Perth IRH,0,0,0
106260,11/01/2020,5,SIRH,Sydney IRH,0,0,0
106261,11/01/2020,4,VIDC,Villawood IDC,479,3,3
106262,11/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106263,11/01/2020,13,YHIDC,Yongah Hill IDC,361,0,0
106264,11/01/2020,21,NAPOD,Northern APOD,14,0,2
106265,11/01/2020,22,BRP,Broadmeadows Residential Precinct,16,2,0
106313,12/01/2020,2,AITA,Adelaide ITA,24,0,0
106314,12/01/2020,3,BITA,Brisbane ITA,196,0,0
106315,12/01/2020,15,BAPOD,Bladin APOD,0,0,0
106316,12/01/2020,16,CC,Construction Camp APOD,0,0,0
106317,12/01/2020,19,CIIDC,CI - North West Point,0,0,0
106318,12/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106319,12/01/2020,9,MITA,Melbourne ITA,312,2,0
106320,12/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106321,12/01/2020,7,PIDC,Perth IDC,30,0,0
106322,12/01/2020,8,PIRH,Perth IRH,0,0,0
106323,12/01/2020,5,SIRH,Sydney IRH,0,0,0
106324,12/01/2020,4,VIDC,Villawood IDC,477,0,2
106325,12/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106326,12/01/2020,13,YHIDC,Yongah Hill IDC,360,0,1
106327,12/01/2020,21,NAPOD,Northern APOD,14,0,0
106328,12/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106376,13/01/2020,2,AITA,Adelaide ITA,24,0,0
106377,13/01/2020,3,BITA,Brisbane ITA,199,4,1
106378,13/01/2020,15,BAPOD,Bladin APOD,0,0,0
106379,13/01/2020,16,CC,Construction Camp APOD,0,0,0
106380,13/01/2020,19,CIIDC,CI - North West Point,0,0,0
106381,13/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106382,13/01/2020,9,MITA,Melbourne ITA,312,6,6
106383,13/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106384,13/01/2020,7,PIDC,Perth IDC,29,0,1
106385,13/01/2020,8,PIRH,Perth IRH,0,0,0
106386,13/01/2020,5,SIRH,Sydney IRH,0,0,0
106387,13/01/2020,4,VIDC,Villawood IDC,470,0,7
106388,13/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106389,13/01/2020,13,YHIDC,Yongah Hill IDC,362,2,0
106390,13/01/2020,21,NAPOD,Northern APOD,13,0,1
106391,13/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106408,14/01/2020,2,AITA,Adelaide ITA,24,0,0
106409,14/01/2020,3,BITA,Brisbane ITA,199,2,2
106410,14/01/2020,15,BAPOD,Bladin APOD,0,0,0
106411,14/01/2020,16,CC,Construction Camp APOD,0,0,0
106412,14/01/2020,19,CIIDC,CI - North West Point,0,0,0
106413,14/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106414,14/01/2020,9,MITA,Melbourne ITA,318,9,3
106415,14/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106416,14/01/2020,7,PIDC,Perth IDC,29,0,0
106417,14/01/2020,8,PIRH,Perth IRH,0,0,0
106418,14/01/2020,5,SIRH,Sydney IRH,0,0,0
106419,14/01/2020,4,VIDC,Villawood IDC,467,1,4
106420,14/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106421,14/01/2020,13,YHIDC,Yongah Hill IDC,362,0,0
106422,14/01/2020,21,NAPOD,Northern APOD,13,0,0
106423,14/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106471,15/01/2020,2,AITA,Adelaide ITA,25,1,0
106472,15/01/2020,3,BITA,Brisbane ITA,199,2,2
106473,15/01/2020,15,BAPOD,Bladin APOD,0,0,0
106474,15/01/2020,16,CC,Construction Camp APOD,0,0,0
106475,15/01/2020,19,CIIDC,CI - North West Point,0,0,0
106476,15/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106477,15/01/2020,9,MITA,Melbourne ITA,318,7,7
106478,15/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106479,15/01/2020,7,PIDC,Perth IDC,30,1,0
106480,15/01/2020,8,PIRH,Perth IRH,0,0,0
106481,15/01/2020,5,SIRH,Sydney IRH,0,0,0
106482,15/01/2020,4,VIDC,Villawood IDC,464,2,5
106483,15/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106484,15/01/2020,13,YHIDC,Yongah Hill IDC,361,1,2
106485,15/01/2020,21,NAPOD,Northern APOD,12,1,2
106486,15/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106534,16/01/2020,2,AITA,Adelaide ITA,25,0,0
106535,16/01/2020,3,BITA,Brisbane ITA,205,6,0
106536,16/01/2020,15,BAPOD,Bladin APOD,0,0,0
106537,16/01/2020,16,CC,Construction Camp APOD,0,0,0
106538,16/01/2020,19,CIIDC,CI - North West Point,0,0,0
106539,16/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106540,16/01/2020,9,MITA,Melbourne ITA,310,3,11
106541,16/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106542,16/01/2020,7,PIDC,Perth IDC,33,3,0
106543,16/01/2020,8,PIRH,Perth IRH,0,0,0
106544,16/01/2020,5,SIRH,Sydney IRH,0,0,0
106545,16/01/2020,4,VIDC,Villawood IDC,467,7,4
106546,16/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106547,16/01/2020,13,YHIDC,Yongah Hill IDC,362,2,1
106548,16/01/2020,21,NAPOD,Northern APOD,10,0,2
106549,16/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106597,17/01/2020,2,AITA,Adelaide ITA,25,0,0
106598,17/01/2020,3,BITA,Brisbane ITA,203,0,2
106599,17/01/2020,15,BAPOD,Bladin APOD,0,0,0
106600,17/01/2020,16,CC,Construction Camp APOD,0,0,0
106601,17/01/2020,19,CIIDC,CI - North West Point,0,0,0
106602,17/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106603,17/01/2020,9,MITA,Melbourne ITA,307,2,5
106604,17/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106605,17/01/2020,7,PIDC,Perth IDC,29,0,4
106606,17/01/2020,8,PIRH,Perth IRH,0,0,0
106607,17/01/2020,5,SIRH,Sydney IRH,0,0,0
106608,17/01/2020,4,VIDC,Villawood IDC,471,7,3
106609,17/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106610,17/01/2020,13,YHIDC,Yongah Hill IDC,362,2,2
106611,17/01/2020,21,NAPOD,Northern APOD,10,0,0
106612,17/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106660,18/01/2020,2,AITA,Adelaide ITA,25,0,0
106661,18/01/2020,3,BITA,Brisbane ITA,201,0,2
106662,18/01/2020,15,BAPOD,Bladin APOD,0,0,0
106663,18/01/2020,16,CC,Construction Camp APOD,0,0,0
106664,18/01/2020,19,CIIDC,CI - North West Point,0,0,0
106665,18/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106666,18/01/2020,9,MITA,Melbourne ITA,310,6,3
106667,18/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106668,18/01/2020,7,PIDC,Perth IDC,30,1,0
106669,18/01/2020,8,PIRH,Perth IRH,0,0,0
106670,18/01/2020,5,SIRH,Sydney IRH,0,0,0
106671,18/01/2020,4,VIDC,Villawood IDC,468,1,4
106672,18/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106673,18/01/2020,13,YHIDC,Yongah Hill IDC,362,0,0
106674,18/01/2020,21,NAPOD,Northern APOD,10,0,0
106675,18/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106723,19/01/2020,2,AITA,Adelaide ITA,25,0,0
106724,19/01/2020,3,BITA,Brisbane ITA,201,0,0
106725,19/01/2020,15,BAPOD,Bladin APOD,0,0,0
106726,19/01/2020,16,CC,Construction Camp APOD,0,0,0
106727,19/01/2020,19,CIIDC,CI - North West Point,0,0,0
106728,19/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106729,19/01/2020,9,MITA,Melbourne ITA,311,2,1
106730,19/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106731,19/01/2020,7,PIDC,Perth IDC,29,0,1
106732,19/01/2020,8,PIRH,Perth IRH,0,0,0
106733,19/01/2020,5,SIRH,Sydney IRH,0,0,0
106734,19/01/2020,4,VIDC,Villawood IDC,469,1,0
106735,19/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106736,19/01/2020,13,YHIDC,Yongah Hill IDC,361,0,1
106737,19/01/2020,21,NAPOD,Northern APOD,10,0,0
106738,19/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106786,20/01/2020,2,AITA,Adelaide ITA,25,0,0
106787,20/01/2020,3,BITA,Brisbane ITA,203,2,0
106788,20/01/2020,15,BAPOD,Bladin APOD,0,0,0
106789,20/01/2020,16,CC,Construction Camp APOD,0,0,0
106790,20/01/2020,19,CIIDC,CI - North West Point,0,0,0
106791,20/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106792,20/01/2020,9,MITA,Melbourne ITA,311,3,3
106793,20/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106794,20/01/2020,7,PIDC,Perth IDC,33,5,1
106795,20/01/2020,8,PIRH,Perth IRH,0,0,0
106796,20/01/2020,5,SIRH,Sydney IRH,0,0,0
106797,20/01/2020,4,VIDC,Villawood IDC,470,4,3
106798,20/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106799,20/01/2020,13,YHIDC,Yongah Hill IDC,360,0,1
106800,20/01/2020,21,NAPOD,Northern APOD,7,0,3
106801,20/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106849,21/01/2020,2,AITA,Adelaide ITA,25,0,0
106850,21/01/2020,3,BITA,Brisbane ITA,204,1,0
106851,21/01/2020,15,BAPOD,Bladin APOD,0,0,0
106852,21/01/2020,16,CC,Construction Camp APOD,0,0,0
106853,21/01/2020,19,CIIDC,CI - North West Point,0,0,0
106854,21/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106855,21/01/2020,9,MITA,Melbourne ITA,309,3,5
106856,21/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106857,21/01/2020,7,PIDC,Perth IDC,32,1,2
106858,21/01/2020,8,PIRH,Perth IRH,0,0,0
106859,21/01/2020,5,SIRH,Sydney IRH,0,0,0
106860,21/01/2020,4,VIDC,Villawood IDC,469,2,3
106861,21/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106862,21/01/2020,13,YHIDC,Yongah Hill IDC,359,1,2
106863,21/01/2020,21,NAPOD,Northern APOD,7,1,1
106864,21/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106912,22/01/2020,2,AITA,Adelaide ITA,25,0,0
106913,22/01/2020,3,BITA,Brisbane ITA,204,3,3
106914,22/01/2020,15,BAPOD,Bladin APOD,0,0,0
106915,22/01/2020,16,CC,Construction Camp APOD,0,0,0
106916,22/01/2020,19,CIIDC,CI - North West Point,0,0,0
106917,22/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106918,22/01/2020,9,MITA,Melbourne ITA,306,3,6
106919,22/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106920,22/01/2020,7,PIDC,Perth IDC,31,0,1
106921,22/01/2020,8,PIRH,Perth IRH,0,0,0
106922,22/01/2020,5,SIRH,Sydney IRH,0,0,0
106923,22/01/2020,4,VIDC,Villawood IDC,470,5,4
106924,22/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106925,22/01/2020,13,YHIDC,Yongah Hill IDC,358,1,2
106926,22/01/2020,21,NAPOD,Northern APOD,7,0,0
106927,22/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
106975,23/01/2020,2,AITA,Adelaide ITA,25,0,0
106976,23/01/2020,3,BITA,Brisbane ITA,203,1,2
106977,23/01/2020,15,BAPOD,Bladin APOD,0,0,0
106978,23/01/2020,16,CC,Construction Camp APOD,0,0,0
106979,23/01/2020,19,CIIDC,CI - North West Point,0,0,0
106980,23/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
106981,23/01/2020,9,MITA,Melbourne ITA,304,1,3
106982,23/01/2020,17,PH,Phosphate Hill APOD,4,0,0
106983,23/01/2020,7,PIDC,Perth IDC,28,0,3
106984,23/01/2020,8,PIRH,Perth IRH,0,0,0
106985,23/01/2020,5,SIRH,Sydney IRH,0,0,0
106986,23/01/2020,4,VIDC,Villawood IDC,460,1,11
106987,23/01/2020,14,WPIDF,Wickham Point APOD,0,0,0
106988,23/01/2020,13,YHIDC,Yongah Hill IDC,360,3,1
106989,23/01/2020,21,NAPOD,Northern APOD,5,0,2
106990,23/01/2020,22,BRP,Broadmeadows Residential Precinct,16,0,0
107007,24/01/2020,2,AITA,Adelaide ITA,26,1,0
107008,24/01/2020,3,BITA,Brisbane ITA,202,4,5
107009,24/01/2020,15,BAPOD,Bladin APOD,0,0,0
107010,24/01/2020,16,CC,Construction Camp APOD,0,0,0
107011,24/01/2020,19,CIIDC,CI - North West Point,0,0,0
107012,24/01/2020,10,MIDC,Maribyrnong IDC,0,0,0
107013,24/01/2020,9,MITA,Melbourne ITA,299,1,6
