Date Time,T (degC), Spec_H (g/kg),Rel_H (5),Prep (mm/hr),Pressure (kPa),WV (10M),WD (10M),WV (50M),WD (50M),AllSky_Irr (Wh/m^2),Clrsky_Irr (Wh/m^2) ,Zenith
02.07.2019  09:00,29.07,18.92,75.12,0.15,100.67,2.13,163.16,2.48,163.91,314.48,587.38,46.46
02.07.2019  10:00,29.46,18.68,72.62,0.13,100.62,2.06,163.97,2.37,165.09,471.06,750,33.82
02.07.2019  11:00,29.78,18.19,69.31,0.11,100.56,1.36,168.37,1.57,169.08,658.88,850.1,23.33
02.07.2019  12:00,30.04,17.88,67.12,0.11,100.52,0.57,206.92,0.72,202.38,793.39,916.52,19.05
02.07.2019  13:00,30.21,18.01,66.88,0.11,100.47,0.76,291.58,0.77,283.47,765.95,874.7,24.51
02.07.2019  14:00,30.11,18.19,67.94,0.11,100.43,1.3,305.98,1.36,303.05,444.51,765.75,35.44
02.07.2019  15:00,29.91,18.55,70,0.12,100.4,1.48,313.5,1.72,312.24,212.74,598.95,48.23
02.07.2019  16:00,29.71,18.43,70.38,0.1,100.42,1.51,326.15,1.81,325.56,139.29,389.3,61.7
02.07.2019  17:00,29.29,18.31,71.75,0.08,100.45,1.2,337.78,1.43,337.21,54.7,165.8,75.41
02.07.2019  18:00,28.94,18.55,74.19,0.07,100.5,0.65,358.62,0.85,357.37,10.88,12.92,87.84
02.07.2019  19:00,28.87,18.25,73.25,0.06,100.56,0.59,46.08,0.73,43.71,0,0,N/A
02.07.2019  20:00,28.72,18.37,74.62,0.05,100.64,0.94,83.35,1.16,80.67,0,0,N/A
02.07.2019  21:00,28.48,18.68,76.75,0.05,100.68,1.47,100.11,1.81,97.71,0,0,N/A
02.07.2019  22:00,28.23,18.86,78.62,0.05,100.7,1.91,108.88,2.35,106.81,0,0,N/A
02.07.2019  23:00,28.01,18.86,79.62,0.07,100.69,2.17,114.9,2.68,112.98,0,0,N/A
03.07.2019  00:00,27.82,18.68,79.88,0.08,100.63,2.25,119.33,2.76,117.65,0,0,N/A
03.07.2019  01:00,27.69,18.43,79.38,0.1,100.58,2.16,118.97,2.63,117.63,0,0,N/A
03.07.2019  02:00,27.59,18.25,78.94,0.12,100.54,2.16,112.49,2.62,111.67,0,0,N/A
03.07.2019  03:00,27.47,18.19,79.31,0.16,100.51,2.37,106.46,2.89,105.99,0,0,N/A
03.07.2019  04:00,27.37,18.25,79.94,0.19,100.51,2.71,100.47,3.34,100.39,0,0,N/A
03.07.2019  05:00,27.27,18.31,80.62,0.18,100.53,3.08,94.08,3.82,94.34,0,0,N/A
03.07.2019  06:00,27.23,18.49,81.88,0.14,100.58,3.45,90.52,4.39,91.22,18.77,20.05,86.7
03.07.2019  07:00,27.78,18.86,80.81,0.08,100.65,3.87,89.65,4.82,90,103.77,177.4,73.59
03.07.2019  08:00,28.55,18.92,77.5,0.14,100.7,4.01,89.33,4.76,89.06,192.84,392.45,59.9
03.07.2019  09:00,29.47,18.62,72.25,0.17,100.71,3.7,90.97,4.31,91.14,286.9,592.6,46.48
03.07.2019  10:00,30.16,18.43,68.69,0.2,100.68,3.22,91.11,3.71,92.3,570.51,749.77,33.82
03.07.2019  11:00,30.21,17.94,66.75,0.24,100.63,2.79,88.4,3.09,89.85,594.6,852,23.3
03.07.2019  12:00,30.44,18.13,66.56,0.24,100.58,2.55,77.79,2.8,79.38,667.85,902.08,18.98
03.07.2019  13:00,30.52,18.31,66.88,0.23,100.53,2.41,66.68,2.64,68.29,720.8,860.62,24.42
03.07.2019  14:00,30.64,18.62,67.56,0.27,100.48,2.32,57.91,2.57,58.92,703.3,756.23,35.37
03.07.2019  15:00,30.81,18.43,66.25,0.33,100.46,2.36,51.19,2.61,51.93,457.33,588.52,48.17
03.07.2019  16:00,30.4,18.62,68.38,0.41,100.48,2.44,46.17,2.73,46.16,286.86,380.55,61.64
03.07.2019  17:00,29.89,18.86,71.5,0.38,100.51,2.32,45,2.64,43.8,115.16,160.23,75.36
03.07.2019  18:00,29.37,19.53,76.12,0.31,100.57,1.99,42.46,2.31,39.93,14.67,12.65,87.81
03.07.2019  19:00,29.15,19.41,76.62,0.27,100.64,1.69,37.29,1.92,34.72,0,0,N/A
03.07.2019  20:00,28.97,19.23,76.94,0.18,100.72,1.3,28.42,1.44,24.06,0,0,N/A
03.07.2019  21:00,28.73,19.17,77.69,0.12,100.77,0.88,1.01,1.01,351.56,0,0,N/A
03.07.2019  22:00,28.42,19.1,78.94,0.12,100.79,0.92,311.23,1.23,301.77,0,0,N/A
03.07.2019  23:00,28.25,19.04,79.44,0.12,100.79,1.08,284.24,1.47,277.35,0,0,N/A
04.07.2019  00:00,28.07,18.98,79.94,0.14,100.75,1.05,266.16,1.44,259.97,0,0,N/A
04.07.2019  01:00,27.88,18.92,80.62,0.19,100.71,1.05,251.29,1.44,245.38,0,0,N/A
04.07.2019  02:00,27.68,18.92,81.5,0.3,100.68,1.11,239.45,1.55,233.59,0,0,N/A
04.07.2019  03:00,27.48,18.86,82.19,0.37,100.67,1.2,231.86,1.69,226.5,0,0,N/A
04.07.2019  04:00,27.28,18.8,82.94,0.43,100.68,1.3,223.06,1.84,217.94,0,0,N/A
04.07.2019  05:00,27.06,18.74,83.81,0.4,100.71,1.45,217.36,2.04,212.47,0,0,N/A
04.07.2019  06:00,27.06,18.86,84.44,0.37,100.77,1.59,214.39,2.26,209.23,14.04,20.48,86.73
04.07.2019  07:00,27.5,19.23,83.75,0.43,100.84,1.9,209.83,2.35,210.15,71.32,183.1,73.63
04.07.2019  08:00,27.9,19.35,82.62,1.28,100.9,1.88,218.59,2.16,220.15,132.53,401.05,59.93
04.07.2019  09:00,28.3,19.41,80.81,1.25,100.92,1.86,231.15,2.1,231.34,235.3,604.38,46.5
04.07.2019  10:00,28.58,19.29,79.12,1.15,100.9,2.02,238.58,2.26,237.41,261.31,762.95,33.82
04.07.2019  11:00,28.78,19.29,78,1.02,100.86,2.27,245.2,2.52,243.12,328.48,862.2,23.26
04.07.2019  12:00,28.88,19.23,77.25,0.97,100.79,2.48,251.79,2.72,249.12,374.2,795.35,18.89
04.07.2019  13:00,28.9,19.1,76.75,0.72,100.72,2.62,257.79,2.86,254.94,304.95,753.77,24.34
04.07.2019  14:00,28.82,18.98,76.38,0.45,100.64,2.73,260.62,2.99,257.78,375.1,646.25,35.3
04.07.2019  15:00,28.59,18.86,77,0.31,100.59,2.61,263.64,2.89,261.76,310.93,485.65,48.11
04.07.2019  16:00,28.31,19.04,79.12,0.31,100.59,2.2,266.54,2.61,266.39,180.34,295.62,61.59
04.07.2019  17:00,28.02,18.92,79.88,0.3,100.63,1.91,269.3,2.23,269.2,60.21,115.77,75.31
04.07.2019  18:00,27.68,18.92,81.44,0.29,100.69,1.52,272.95,1.87,274.31,10.33,10.1,87.79
04.07.2019  19:00,27.63,18.62,80.44,0.37,100.75,1.24,277.26,1.5,278.38,0,0,N/A
04.07.2019  20:00,27.63,18.31,79.38,0.54,100.81,0.94,276.18,1.13,277.13,0,0,N/A
04.07.2019  21:00,27.53,18.13,79.06,0.69,100.85,0.65,259.63,0.78,260.26,0,0,N/A
04.07.2019  22:00,27.53,18.01,78.31,0.69,100.86,0.49,201.3,0.56,202.25,0,0,N/A
04.07.2019  23:00,27.33,17.94,79.06,0.59,100.84,0.88,162.37,1.01,161.99,0,0,N/A
05.07.2019  00:00,27.08,17.94,80.25,0.37,100.78,1.33,147.99,1.58,147.49,0,0,N/A
05.07.2019  01:00,26.79,18.07,82.06,0.18,100.72,1.79,135,2.22,134.14,0,0,N/A
05.07.2019  02:00,26.57,18.07,83.06,0.1,100.68,2.17,127.82,2.76,126.61,0,0,N/A
05.07.2019  03:00,26.4,17.82,82.94,0.07,100.65,2.24,131.32,2.88,130.16,0,0,N/A
05.07.2019  04:00,26.3,17.52,81.88,0.04,100.65,2.19,138.33,2.8,137.37,0,0,N/A
05.07.2019  05:00,26.25,17.21,80.69,0.03,100.64,2.17,143.21,2.76,142.35,0,0,N/A
05.07.2019  06:00,26.3,17.09,79.81,0.02,100.67,2.09,143.34,2.73,142.8,20.48,18.1,86.77
05.07.2019  07:00,26.98,17.15,77,0.02,100.72,2.09,141.97,2.54,142,153.41,164.65,73.67
05.07.2019  08:00,28.28,16.36,68.25,0.01,100.75,1.74,140.82,1.96,140.49,346.21,378.52,59.95
05.07.2019  09:00,29.32,15.81,62.12,0,100.74,1.13,133.32,1.25,131.46,475.28,584.6,46.52
05.07.2019  10:00,29.78,15.69,60,0,100.7,0.42,107.42,0.55,111.5,634.33,748.38,33.81
05.07.2019  11:00,30.15,15.81,59.19,0,100.63,0.47,10.56,0.42,29.88,712.8,852.77,23.22
05.07.2019  12:00,30.35,16.11,59.56,0,100.57,1.02,358.69,0.95,7.07,691.52,905.17,18.8
05.07.2019  13:00,30.37,16.48,60.69,0,100.5,1.57,353.44,1.54,357.96,639.09,866.6,24.24
05.07.2019  14:00,30.24,16.78,62.25,0,100.42,2.07,351.32,2.12,353.87,620.42,759.2,35.22
05.07.2019  15:00,29.99,17.09,64.31,0,100.38,2.42,350.36,2.57,351.8,517.11,595.27,48.05
05.07.2019  16:00,29.66,17.52,67.06,0,100.36,2.47,350.36,2.79,350.83,349.09,388.55,61.54
05.07.2019  17:00,29.39,17.58,68.31,0,100.38,2.36,354.1,2.77,354.82,149.48,167.85,75.27
05.07.2019  18:00,28.65,17.88,72.62,0,100.41,2.1,358.72,2.6,358.28,14.85,13.4,87.77
05.07.2019  19:00,28.45,17.4,71.62,0,100.44,1.85,3.88,2.24,3.8,0,0,N/A
05.07.2019  20:00,28.52,16.85,69.06,0,100.48,1.49,11.78,1.75,12.61,0,0,N/A
05.07.2019  21:00,28.52,16.54,67.94,0,100.5,1.24,22.68,1.42,24.31,0,0,N/A
05.07.2019  22:00,28.4,16.54,68.25,0,100.52,1.25,32.5,1.44,35.07,0,0,N/A
05.07.2019  23:00,28.26,16.6,69.06,0,100.51,1.38,39.02,1.59,41.61,0,0,N/A
06.07.2019  00:00,28.04,16.66,70.25,0,100.48,1.38,45.23,1.61,48.34,0,0,N/A
06.07.2019  01:00,27.84,16.72,71.25,0,100.44,1.3,51.82,1.53,54.77,0,0,N/A
06.07.2019  02:00,27.7,16.78,72.12,0,100.43,1.29,54.38,1.53,57.53,0,0,N/A
06.07.2019  03:00,27.57,16.85,73,0,100.44,1.31,55.18,1.56,57.9,0,0,N/A
06.07.2019  04:00,27.46,16.85,73.56,0,100.46,1.24,58.42,1.47,60.71,0,0,N/A
06.07.2019  05:00,27.37,16.91,74,0,100.48,1.1,63.07,1.32,65.56,0,0,N/A
06.07.2019  06:00,27.4,17.15,75.12,0,100.51,0.92,71.26,1.15,74.64,21.66,21.15,86.8
06.07.2019  07:00,27.97,17.58,74.44,0.01,100.56,0.89,77.31,1,75.53,177.93,194.12,73.71
06.07.2019  08:00,28.78,17.7,71.62,0.01,100.59,0.86,54.58,0.95,54.08,397.34,418.4,59.98
06.07.2019  09:00,29.23,17.88,70.31,0.01,100.6,0.87,46.09,0.93,50.13,623.74,624.6,46.52
06.07.2019  10:00,29.64,18.01,69.19,0.01,100.59,0.7,37.76,0.72,46.31,783.46,786.95,33.8
06.07.2019  11:00,29.96,18.07,68.12,0.01,100.56,0.46,4.84,0.39,20.96,850.16,885.52,23.17
06.07.2019  12:00,30.12,18.01,67.44,0,100.5,0.57,319.48,0.42,316.51,896.62,934.35,18.71
06.07.2019  13:00,30.21,18.07,67.12,0,100.44,0.9,312.17,0.78,308.48,875.12,894.2,24.15
06.07.2019  14:00,30.15,18.13,67.5,0,100.38,1.25,316.77,1.17,315,738.24,786.83,35.14
06.07.2019  15:00,30.01,18.19,68.25,0,100.34,1.54,322.84,1.52,321.89,613.82,623.25,47.98
06.07.2019  16:00,29.73,18.31,69.88,0,100.33,1.76,328.64,1.83,328.28,409.59,415.8,61.48
06.07.2019  17:00,29.33,18.68,72.94,0.01,100.35,1.78,331.07,2.05,330.31,176.41,188.75,75.23
06.07.2019  18:00,28.62,18.8,76.38,0.01,100.38,1.75,333.78,2.14,332.87,18.26,15.7,87.75
06.07.2019  19:00,28.26,18.49,76.94,0,100.43,1.74,341.16,2.12,340.9,0,0,N/A
06.07.2019  20:00,28.17,18.25,76.19,0,100.49,1.68,351.19,2.01,351.52,0,0,N/A
06.07.2019  21:00,28.07,18.07,76,0,100.54,1.67,359.46,1.98,0.45,0,0,N/A
06.07.2019  22:00,27.94,18.01,76.25,0,100.57,1.74,3.61,2.06,5,0,0,N/A
06.07.2019  23:00,27.81,17.88,76.56,0,100.57,1.73,8.31,2.05,10.11,0,0,N/A
07.07.2019  00:00,27.69,17.76,76.56,0,100.54,1.6,13.02,1.89,14.84,0,0,N/A
07.07.2019  01:00,27.58,17.64,76.38,0,100.5,1.38,15.06,1.63,16.96,0,0,N/A
07.07.2019  02:00,27.48,17.52,76.31,0,100.49,1.19,22.01,1.39,24.55,0,0,N/A
07.07.2019  03:00,27.38,17.46,76.5,0.01,100.49,1.13,38.54,1.32,40.45,0,0,N/A
07.07.2019  04:00,27.26,17.46,77.12,0.01,100.5,1.3,52.09,1.53,53.71,0,0,N/A
07.07.2019  05:00,27.11,17.58,78.31,0.01,100.53,1.48,55.55,1.76,56.59,0,0,N/A
07.07.2019  06:00,27.13,17.94,79.75,0.01,100.58,1.55,56.71,1.9,57.42,27.26,23.38,86.83
07.07.2019  07:00,27.83,18.43,78.81,0.01,100.63,1.56,59.33,1.8,58.52,205.8,208.17,73.74
07.07.2019  08:00,28.51,18.37,75.5,0.08,100.67,1.26,57.69,1.41,58.87,429.59,433.42,60.01
07.07.2019  09:00,28.94,18.55,74.38,0.11,100.67,0.85,45,0.93,50.13,612.85,636.75,46.54
07.07.2019  10:00,29.26,18.8,73.88,0.14,100.64,0.7,1.29,0.66,8.23,754.96,794.98,33.79
07.07.2019  11:00,29.46,18.98,73.69,0.15,100.6,1.08,334.18,1.01,335.81,796.76,893.88,23.12
07.07.2019  12:00,29.55,19.04,73.5,0.16,100.53,1.55,325.03,1.5,325.15,825.72,915.27,18.61
07.07.2019  13:00,29.55,19.1,73.81,0.18,100.47,1.92,314.67,1.9,313.33,798.91,876.02,24.05
07.07.2019  14:00,29.47,19.1,74.12,0.2,100.44,2.26,300.39,2.33,297.94,669.22,768.52,35.06
07.07.2019  15:00,29.3,19.23,75.12,0.2,100.43,2.62,293.36,2.84,291.48,448.6,604.35,47.92
07.07.2019  16:00,29.03,19.35,76.81,0.2,100.43,2.75,294.52,3.07,293.24,290.98,397.35,61.44
07.07.2019  17:00,28.69,19.53,79.06,0.23,100.46,2.48,298.83,3.02,298.22,129.62,174.35,75.19
07.07.2019  18:00,28.15,19.47,81.44,0.26,100.52,2.21,301.28,2.9,300.91,13.45,14.02,87.73
07.07.2019  19:00,27.93,19.23,81.5,0.31,100.58,2.01,300.54,2.62,300.47,0,0,N/A
07.07.2019  20:00,27.9,18.98,80.75,0.36,100.64,1.77,299.4,2.23,299.07,0,0,N/A
07.07.2019  21:00,27.94,18.86,80.12,0.45,100.7,1.53,301.42,1.93,300.72,0,0,N/A
07.07.2019  22:00,27.98,18.8,79.56,0.6,100.74,1.28,312.04,1.61,310.66,0,0,N/A
07.07.2019  23:00,27.96,18.68,79.19,0.9,100.75,1.08,323.79,1.34,322.33,0,0,N/A
08.07.2019  00:00,27.88,18.49,78.94,1.49,100.72,0.96,327.6,1.19,326,0,0,N/A
08.07.2019  01:00,27.78,18.37,78.75,2.52,100.69,0.87,317.17,1.07,317.36,0,0,N/A
08.07.2019  02:00,27.76,18.25,78.44,3.63,100.66,0.63,297.53,0.76,299.45,0,0,N/A
08.07.2019  03:00,27.81,18.19,77.94,3.58,100.66,0.11,233.97,0.11,254.05,0,0,N/A
08.07.2019  04:00,27.53,18.37,79.81,2.45,100.68,0.91,99.87,1.08,95.83,0,0,N/A
08.07.2019  05:00,27.01,18.49,82.88,1.47,100.73,1.94,84.22,2.41,80.84,0,0,N/A
08.07.2019  06:00,26.65,18.43,84.56,0.79,100.8,2.67,75.6,3.55,72.32,21.59,20.35,86.85
08.07.2019  07:00,26.78,18.37,83.62,0.35,100.84,3.16,70.98,3.94,69.34,138.79,190.12,73.77
08.07.2019  08:00,27.33,17.4,76.62,0.33,100.85,2.96,74.86,3.52,73.9,324.44,412.3,60.02
08.07.2019  09:00,28.25,16.78,70.12,0.12,100.83,2.4,86.27,2.8,85.99,399.47,615.95,46.54
08.07.2019  10:00,29.01,16.3,65.25,0.08,100.81,1.89,103.4,2.12,104.7,505.66,775.77,33.77
08.07.2019  11:00,29.3,16.17,63.56,0.07,100.78,1.08,111.57,1.28,116.57,434.11,875.92,23.06
08.07.2019  12:00,29.5,16.17,62.88,0.08,100.71,0.42,61.05,0.44,86.93,129.84,898.08,18.5
08.07.2019  13:00,29.5,16.48,63.94,0.14,100.66,0.93,347.37,0.79,346.24,176.23,861.65,23.95
08.07.2019  14:00,29.35,16.72,65.5,0.19,100.61,1.5,332.37,1.48,329.09,146.7,758,34.98
08.07.2019  15:00,29.12,17.03,67.44,0.17,100.56,1.55,323.82,1.68,319.14,345.03,596.88,47.86
08.07.2019  16:00,29.18,16.72,66,0.16,100.53,1.17,316.62,1.28,312.04,235.05,392.95,61.38
08.07.2019  17:00,28.8,16.54,66.88,0.12,100.52,0.82,306.11,0.88,300.88,92.7,172.77,75.15
08.07.2019  18:00,28.44,16.78,69.19,0.07,100.55,0.51,285.1,0.62,282.45,13.53,14.08,87.71
08.07.2019  19:00,28.49,16.48,67.69,0.05,100.59,0.54,238.61,0.63,239.64,0,0,N/A
08.07.2019  20:00,28.48,16.48,67.75,0.05,100.63,0.83,209.48,0.94,209.33,0,0,N/A
08.07.2019  21:00,28.37,16.66,68.94,0.04,100.66,0.92,204.16,1.06,203.92,0,0,N/A
08.07.2019  22:00,28.37,16.6,68.81,0.03,100.67,0.66,216.33,0.76,215.33,0,0,N/A
08.07.2019  23:00,28.33,16.72,69.38,0.05,100.66,0.44,280.3,0.48,278.39,0,0,N/A
09.07.2019  00:00,28.12,16.91,71,0.05,100.64,0.8,328.17,0.91,328.36,0,0,N/A
09.07.2019  01:00,27.86,17.21,73.31,0.04,100.61,1.13,346.83,1.33,347.43,0,0,N/A
09.07.2019  02:00,27.71,17.33,74.62,0.09,100.61,1.31,1.02,1.57,1.42,0,0,N/A
09.07.2019  03:00,27.61,17.4,75.38,0.16,100.62,1.3,11.11,1.57,11.48,0,0,N/A
09.07.2019  04:00,27.58,17.4,75.44,0.25,100.63,1.18,18.91,1.44,18.73,0,0,N/A
09.07.2019  05:00,27.53,17.33,75.5,0.33,100.65,1.07,25.45,1.29,25.02,0,0,N/A
09.07.2019  06:00,27.51,17.58,76.69,0.41,100.69,1.09,36.54,1.32,35.85,22.54,20.62,86.88
09.07.2019  07:00,27.87,17.94,76.62,0.38,100.74,1.24,43.22,1.46,40.24,154.86,193.12,73.81
09.07.2019  08:00,28.35,18.25,75.88,0.15,100.78,1.3,35.22,1.54,32.8,358.09,416.62,60.05
09.07.2019  09:00,28.5,18.31,75.44,0.17,100.8,1.33,12.24,1.48,12.5,607.54,621.23,46.55
09.07.2019  10:00,28.75,18.43,74.62,0.16,100.78,1.43,348.01,1.51,348.69,751.01,784,33.75
09.07.2019  11:00,28.89,18.31,73.69,0.15,100.72,1.48,326.39,1.53,326.63,851.35,884.25,22.99
09.07.2019  12:00,28.96,18.43,73.81,0.15,100.66,1.71,310.01,1.75,309.22,840.24,924.73,18.39
09.07.2019  13:00,28.98,18.55,74.12,0.16,100.59,2.04,303.14,2.12,302.23,832.41,886.08,23.84
09.07.2019  14:00,28.94,18.74,74.81,0.17,100.52,2.4,301,2.53,300.05,714.16,780.05,34.9
09.07.2019  15:00,28.83,18.8,75.56,0.14,100.48,2.58,300.61,2.78,300.02,547.81,616.2,47.79
09.07.2019  16:00,28.62,18.8,76.56,0.14,100.48,2.57,300.46,2.83,300.31,346.55,408.33,61.34
09.07.2019  17:00,28.33,18.92,78.31,0.15,100.52,2.39,302.86,2.85,303.6,157.13,182.58,75.12
09.07.2019  18:00,27.84,18.98,80.94,0.14,100.6,2.17,307.24,2.91,308.78,14.4,15.1,87.7
09.07.2019  19:00,27.6,18.86,81.75,0.14,100.68,2.27,312.08,3.11,313.78,0,0,N/A
09.07.2019  20:00,27.5,18.8,82,0.14,100.74,2.4,320.03,3.33,321.87,0,0,N/A
09.07.2019  21:00,27.45,18.86,82.44,0.16,100.76,2.7,329.58,3.83,331.08,0,0,N/A
09.07.2019  22:00,27.38,19.04,83.5,0.22,100.74,3.15,335.4,4.42,336.43,0,0,N/A
09.07.2019  23:00,27.29,19.1,84.31,0.3,100.73,3.14,335.47,4.34,336.34,0,0,N/A
10.07.2019  00:00,27.19,19.1,84.75,0.39,100.74,2.74,331.39,3.72,332.79,0,0,N/A
10.07.2019  01:00,26.94,19.1,86.12,0.52,100.71,2.48,322.41,3.55,325.23,0,0,N/A
10.07.2019  02:00,26.7,19.29,87.94,0.69,100.65,2.77,323.49,3.98,326.22,0,0,N/A
10.07.2019  03:00,26.56,19.41,89.19,0.78,100.6,3.04,334.23,4.26,335.83,0,0,N/A
10.07.2019  04:00,26.44,19.35,89.56,0.87,100.61,3,337.37,4.18,338.04,0,0,N/A
10.07.2019  05:00,26.3,19.1,89.31,1.12,100.67,2.78,331.78,3.93,332.01,0,0,N/A
10.07.2019  06:00,26.31,18.98,88.69,1.33,100.74,2.6,328.12,3.78,328.87,16.13,20.12,86.91
10.07.2019  07:00,26.58,19.04,87.62,1.4,100.82,2.71,328.19,3.59,328.63,80.33,190.35,73.84
10.07.2019  08:00,26.74,18.86,86.12,0.68,100.88,2.71,325.35,3.23,325.35,212.05,414.05,60.06
10.07.2019  09:00,26.8,18.62,84.62,0.76,100.92,2.57,318.45,2.97,318.63,398.29,617.88,46.55
10.07.2019  10:00,26.84,18.25,82.81,0.76,100.92,2.39,307.17,2.71,307.5,504.8,777.6,33.73
10.07.2019  11:00,26.91,17.88,80.69,0.61,100.89,2.14,288.77,2.38,288.73,576.66,877.6,22.92
10.07.2019  12:00,26.98,17.64,79.44,0.43,100.83,1.98,265.48,2.19,265.29,641.8,924.48,18.27
10.07.2019  13:00,27.01,17.58,78.94,0.26,100.75,1.99,248.16,2.19,247.55,713.63,886.27,23.73
10.07.2019  14:00,26.98,17.52,78.62,0.15,100.67,1.91,236.18,2.09,235.66,621.27,782.65,34.81
10.07.2019  15:00,26.94,17.46,78.56,0.08,100.62,1.72,223.16,1.88,221.97,498.17,617.75,47.73
10.07.2019  16:00,26.9,17.46,78.88,0.04,100.61,1.62,202.37,1.77,201,296.48,410.73,61.29
10.07.2019  17:00,26.82,17.58,79.62,0.02,100.63,1.53,186.44,1.75,185.38,127.43,184.9,75.08
10.07.2019  18:00,26.59,17.58,80.88,0.02,100.66,1.45,171.96,1.81,169.32,13.4,15.6,87.68
10.07.2019  19:00,26.45,17.46,80.88,0.02,100.7,1.61,157.53,2.06,155.29,0,0,N/A
10.07.2019  20:00,26.34,17.4,81.12,0.03,100.75,1.85,148.12,2.48,146.56,0,0,N/A
10.07.2019  21:00,26.31,17.46,81.62,0.04,100.79,2.15,143.25,3.07,142.75,0,0,N/A
10.07.2019  22:00,26.33,17.64,82.31,0.05,100.8,2.49,143.81,3.67,143.67,0,0,N/A
10.07.2019  23:00,26.3,17.76,83,0.07,100.8,2.82,144.81,4.06,144.23,0,0,N/A
11.07.2019  00:00,26.19,17.76,83.75,0.09,100.76,2.99,145.11,4.2,144.3,0,0,N/A
11.07.2019  01:00,26.05,17.7,84.06,0.11,100.72,2.95,145.34,4.08,144.42,0,0,N/A
11.07.2019  02:00,25.94,17.52,83.56,0.11,100.67,2.68,143.16,3.69,142.31,0,0,N/A
11.07.2019  03:00,25.87,17.27,82.94,0.11,100.65,2.43,136.17,3.35,135.95,0,0,N/A
11.07.2019  04:00,25.86,17.21,82.62,0.1,100.65,2.29,127.38,3.16,128.06,0,0,N/A
11.07.2019  05:00,25.85,17.27,82.88,0.08,100.68,2.24,118.98,3.05,120.44,0,0,N/A
11.07.2019  06:00,26.01,17.52,83.25,0.06,100.72,2.23,110.91,3.04,112.87,21.2,21.62,86.94
11.07.2019  07:00,26.97,18.07,81.31,0.05,100.79,2.35,101.5,2.9,102.13,179.3,197.73,73.87
11.07.2019  08:00,28.44,18.13,74.75,0.06,100.84,2.26,85.45,2.81,83.77,390.23,425.83,60.08
11.07.2019  09:00,29.87,17.76,67.62,0.05,100.84,2.17,69.73,2.69,69.78,576.37,633.3,46.54
11.07.2019  10:00,29.94,17.82,67.5,0.05,100.8,2.22,55.47,2.59,57.46,735.71,795.17,33.7
11.07.2019  11:00,30.2,18.31,68.19,0.05,100.74,2.25,39.93,2.52,43.24,796.04,895.77,22.85
11.07.2019  12:00,30.32,18.62,68.88,0.06,100.7,2.37,27.07,2.6,30.49,809.98,928.9,18.15
11.07.2019  13:00,30.32,18.86,69.81,0.07,100.64,2.48,15.92,2.7,19.12,825.48,890.6,23.61
11.07.2019  14:00,30.21,19.17,71.19,0.09,100.6,2.64,5.42,2.87,7.67,634.77,783.15,34.73
11.07.2019  15:00,29.97,19.41,73.25,0.11,100.57,2.86,357.02,3.14,358.29,384.85,618.27,47.66
11.07.2019  16:00,29.65,19.78,75.94,0.14,100.59,2.93,353.1,3.33,353.67,255.87,409.6,61.23
11.07.2019  17:00,29.3,19.96,78.12,0.16,100.62,2.98,353.68,3.52,354.39,73.59,182.98,75.04
11.07.2019  18:00,28.57,20.14,82.44,0.17,100.67,2.96,354.7,3.78,353.95,12.97,15.35,87.67
11.07.2019  19:00,28.23,20.14,84.12,0.19,100.72,3.07,355.19,3.96,354.68,0,0,N/A
11.07.2019  20:00,28.1,20.14,84.75,0.19,100.76,3.19,356.07,4.03,355.77,0,0,N/A
11.07.2019  21:00,28.04,20.2,85.38,0.18,100.79,3.33,355.43,4.16,355.05,0,0,N/A
11.07.2019  22:00,27.98,20.26,85.81,0.16,100.79,3.34,354.64,4.14,354.04,0,0,N/A
11.07.2019  23:00,28,20.14,85.25,0.14,100.78,2.83,353.03,3.4,352.74,0,0,N/A
12.07.2019  00:00,28,19.71,83.5,0.12,100.76,1.7,341.48,1.95,340.62,0,0,N/A
12.07.2019  01:00,27.78,19.47,83.38,0.1,100.71,1.13,306.87,1.34,306.2,0,0,N/A
12.07.2019  02:00,27.48,19.41,84.62,0.12,100.66,1.28,288.88,1.54,289.54,0,0,N/A
12.07.2019  03:00,27.27,19.41,85.69,0.17,100.62,1.54,286.78,1.86,287.83,0,0,N/A
12.07.2019  04:00,27.19,19.41,86.12,0.19,100.61,1.68,287.08,2,287.23,0,0,N/A
12.07.2019  05:00,27.08,19.41,86.62,0.19,100.65,1.82,285.47,2.16,284.64,0,0,N/A
12.07.2019  06:00,27.05,19.47,87,0.18,100.71,1.8,280.48,2.15,278.78,19.97,20.7,86.96
12.07.2019  07:00,27.39,19.84,86.88,0.17,100.78,1.66,274.32,2.01,272.23,104.09,195.7,73.9
12.07.2019  08:00,27.82,19.9,85.19,0.48,100.81,1.52,272.35,1.79,269.5,279.81,422.15,60.09
12.07.2019  09:00,28.06,19.78,83.38,0.48,100.82,1.65,277.36,1.79,274.76,489.88,626.85,46.54
12.07.2019  10:00,28.07,19.9,83.94,0.5,100.78,2.18,281.15,2.32,279.68,698.29,786.8,33.66
12.07.2019  11:00,28.19,20.02,83.62,0.52,100.72,2.44,284.26,2.6,282.66,797.98,887.5,22.77
12.07.2019  12:00,28.25,19.96,83.25,0.56,100.65,2.6,287.51,2.78,285.83,861.95,921.88,18.02
12.07.2019  13:00,28.33,20.02,82.94,0.58,100.6,2.9,291.31,3.13,289.84,843.4,883.98,23.49
